"ROW_NUMBER"|"BOOK_NAME"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"156"|"Matthew"|"010"|"029"|"""Aren't two sparrows sold for an assarion coin{An assarion is a small coin worth one tenth of a drachma or a sixteenth of a denarius (approximately the wages of one half hour of agricultural labor).}? Not one of them falls on the ground apart from your Father's will,"
"157"|"Matthew"|"010"|"036"|"A man's foes will be those of his own household.{Micah 7:6}"
"158"|"Matthew"|"011"|"005"|"the blind receive their sight, the lame walk, the lepers are cleansed, the deaf hear,{Isaiah 35:5} the dead are raised up, and the poor have good news preached to them.{Isaiah 61:1-4}"
"159"|"Matthew"|"011"|"010"|"For this is he, of whom it is written, 'Behold, I send my messenger before your face, who will prepare your way before you.'{Malachi 3:1}"
"160"|"Matthew"|"011"|"012"|"From the days of John the Baptizer until now, the Kingdom of Heaven suffers violence, and the violent take it by force.{or, plunder it.}"
"161"|"Matthew"|"011"|"019"|"The Son of Man came eating and drinking, and they say, 'Behold, a gluttonous man and a drunkard, a friend of tax collectors and sinners!'  But wisdom is justified by her children.{NU reads ""actions"" instead of ""children""}"""
"162"|"Matthew"|"011"|"023"|"You, Capernaum, who are exalted to heaven, you will go down to Hades.{or, Hell} For if the mighty works had been done in Sodom which were done in you, it would have remained until this day."
"163"|"Matthew"|"012"|"004"|"how he entered into the house of God, and ate the show bread, which was not lawful for him to eat, neither for those who were with him, but only for the priests?{1 Samuel 21:3-6}"
"164"|"Matthew"|"012"|"007"|"But if you had known what this means, 'I desire mercy, and not sacrifice,'{Hosea 6:6} you would not have condemned the guiltless."
"165"|"Matthew"|"012"|"021"|"In his name, the nations will hope.""{Isaiah 42:1-4}"
"166"|"Matthew"|"012"|"035"|"The good man out of his good treasure brings out good things, and the evil man out of his evil treasure{TR adds ""of the heart""} brings out evil things."
"167"|"Matthew"|"013"|"015"|"for this people's heart has grown callous, their ears are dull of hearing, they have closed their eyes; or else perhaps they might perceive with their eyes, hear with their ears, understand with their heart, and should turn again; and I would heal them.'{Isaiah 6:9-10}"
"168"|"Matthew"|"013"|"025"|"but while people slept, his enemy came and sowed darnel weeds{darnel is a weed grass (probably bearded darnel or lolium temulentum) that looks very much like wheat until it is mature, when the difference becomes very apparent.} also among the wheat, and went away."
"169"|"Matthew"|"013"|"033"|"He spoke another parable to them.  ""The Kingdom of Heaven is like yeast, which a woman took, and hid in three measures{literally, three sata.  3 sata is about 39 litres or a bit more than a bushel} of meal, until it was all leavened."""
"170"|"Matthew"|"013"|"035"|"that it might be fulfilled which was spoken through the prophet, saying, ""I will open my mouth in parables; I will utter things hidden from the foundation of the world.""{Psalm 78:2}"
"171"|"Matthew"|"013"|"055"|"Isn't this the carpenter's son?  Isn't his mother called Mary, and his brothers, James, Joses, Simon, and Judas{or, Judah}?"
"172"|"Matthew"|"014"|"025"|"In the fourth watch of the night,{The night was equally divided into four watches, so the fourth watch is approximately 3:00 A. M. to sunrise.} Jesus came to them, walking on the sea."
"173"|"Matthew"|"014"|"027"|"But immediately Jesus spoke to them, saying ""Cheer up! It is I!{or, I AM!} Don't be afraid."""
"174"|"Matthew"|"014"|"036"|"and they begged him that they might just touch the fringe{or, tassel} of his garment.  As many as touched it were made whole."
"175"|"Matthew"|"015"|"004"|"For God commanded, 'Honor your father and your mother,'{Exodus 20:12; Deuteronomy 5:16} and, 'He who speaks evil of father or mother, let him be put to death.'{Exodus 21:17; Leviticus 20:9}"
"176"|"Matthew"|"015"|"009"|"And in vain do they worship me, teaching as doctrine rules made by men.'""{Isaiah 29:13}"
"177"|"Matthew"|"016"|"018"|"I also tell you that you are Peter,{Peter's name, Petros in Greek, is the word for a specific rock or stone.} and on this rock{Greek, petra, a rock mass or bedrock.} I will build my assembly, and the gates of Hades{or, Hell} will not prevail against it."
"178"|"Matthew"|"017"|"024"|"When they had come to Capernaum, those who collected the didrachma coins{A didrachma is a Greek silver coin worth 2 drachmas, about as much as 2 Roman denarii, or about 2 days' wages. It was commonly used to pay the half-shekel temple tax, because 2 drachmas were worth one half shekel of silver.} came to Peter, and said, ""Doesn't your teacher pay the didrachma?"""
"179"|"Matthew"|"017"|"027"|"But, lest we cause them to stumble, go to the sea, cast a hook, and take up the first fish that comes up. When you have opened its mouth, you will find a stater coin.{A stater is a silver coin equivalent to four Attic or two Alexandrian drachmas, or a Jewish shekel: just exactly enough to cover the half-shekel temple tax for two people.} Take that, and give it to them for me and you."""
"180"|"Matthew"|"018"|"009"|"If your eye causes you to stumble, pluck it out, and cast it from you.  It is better for you to enter into life with one eye, rather than having two eyes to be cast into the Gehenna{or, Hell} of fire."
"181"|"Matthew"|"018"|"016"|"But if he doesn't listen, take one or two more with you, that at the mouth of two or three witnesses every word may be established.{Deuteronomy 19:15}"
"182"|"Matthew"|"018"|"024"|"When he had begun to reconcile, one was brought to him who owed him ten thousand talents.{Ten thousand talents represents an extremely large sum of money, equivalent to about 60,000,000 denarii, where one denarius was typical of one day's wages for agricultural labor.}"
"183"|"Matthew"|"018"|"028"|"""But that servant went out, and found one of his fellow servants, who owed him one hundred denarii,{100 denarii was about one sixtieth of a talent.} and he grabbed him, and took him by the throat, saying, 'Pay me what you owe!'"
"184"|"Matthew"|"019"|"004"|"He answered, ""Haven't you read that he who made them from the beginning made them male and female,{Genesis 1:27}"
"185"|"Matthew"|"019"|"005"|"and said, 'For this cause a man shall leave his father and mother, and shall join to his wife; and the two shall become one flesh?'{Genesis 2:24}"
"186"|"Matthew"|"019"|"019"|"'Honor your father and mother.'{Exodus 20:12-16; Deuteronomy 5:16-20} And, 'You shall love your neighbor as yourself.'""{Leviticus 19:18}"
"187"|"Matthew"|"020"|"002"|"When he had agreed with the laborers for a denarius{A denarius is a silver Roman coin worth 1/25th of a Roman aureus. This was a common wage for a day of farm labor.} a day, he sent them into his vineyard."
"188"|"Matthew"|"020"|"003"|"He went out about the third hour,{Time was measured from sunrise to sunset, so the third hour would be about 9:00 AM.} and saw others standing idle in the marketplace."
"189"|"Matthew"|"020"|"005"|"Again he went out about the sixth and the ninth hour,{noon and 3:00 P. M.} and did likewise."
"190"|"Matthew"|"020"|"006"|"About the eleventh hour{5:00 PM} he went out, and found others standing idle.  He said to them, 'Why do you stand here all day idle?'"
"191"|"Matthew"|"020"|"026"|"It shall not be so among you, but whoever desires to become great among you shall be{TR reads ""let him be"" instead of ""shall be""} your servant."
"192"|"Matthew"|"021"|"001"|"When they drew near to Jerusalem, and came to Bethsphage,{TR & NU read ""Bethphage"" instead of ""Bethsphage""} to the Mount of Olives, then Jesus sent two disciples,"
"193"|"Matthew"|"021"|"005"|"""Tell the daughter of Zion, behold, your King comes to you, humble, and riding on a donkey, on a colt, the foal of a donkey.""{Zechariah 9:9}"
"194"|"Matthew"|"021"|"009"|"The multitudes who went before him, and who followed kept shouting, ""Hosanna{""Hosanna"" means ""save us"" or ""help us, we pray.""} to the son of David!  Blessed is he who comes in the name of the Lord!  Hosanna in the highest!""{Psalm 118:26}"
"195"|"Matthew"|"021"|"013"|"He said to them, ""It is written, 'My house shall be called a house of prayer,'{Isaiah 56:7} but you have made it a den of robbers!""{Jeremiah 7:11}"
"196"|"Matthew"|"021"|"016"|"and said to him, ""Do you hear what these are saying?"" Jesus said to them, ""Yes. Did you never read, 'Out of the mouth of babes and nursing babies you have perfected praise?'""{Psalm 8:2}"
"197"|"Matthew"|"021"|"042"|"Jesus said to them, ""Did you never read in the Scriptures, 'The stone which the builders rejected, the same was made the head of the corner.  This was from the Lord. It is marvelous in our eyes?'{Psalm 118:22-23}"
"198"|"Matthew"|"022"|"032"|"'I am the God of Abraham, and the God of Isaac, and the God of Jacob?'{Exodus 3:6} God is not the God of the dead, but of the living."""
"199"|"Matthew"|"022"|"037"|"Jesus said to him, ""'You shall love the Lord your God with all your heart, with all your soul, and with all your mind.'{Deuteronomy 6:5}"
"200"|"Matthew"|"022"|"039"|"A second likewise is this, 'You shall love your neighbor as yourself.'{Leviticus 19:18}"
"201"|"Matthew"|"022"|"044"|"'The Lord said to my Lord, sit on my right hand, until I make your enemies a footstool for your feet?'{Psalm 110:1}"
"202"|"Matthew"|"023"|"005"|"But all their works they do to be seen by men. They make their phylacteries{phylacteries (tefillin in Hebrew) are small leather pouches that some Jewish men wear on their forehead and arm in prayer.  They are used to carry a small scroll with some Scripture in it.  See Deuteronomy 6:8.} broad, enlarge the fringes{or, tassels} of their garments,"
"203"|"Matthew"|"023"|"014"|"""But woe to you, scribes and Pharisees, hypocrites! Because you shut up the Kingdom of Heaven against men; for you don't enter in yourselves, neither do you allow those who are entering in to enter.{Some Greek manuscripts reverse the order of verses 13 and 14, and some omit verse 13, numbering verse 14 as 13.}"
"204"|"Matthew"|"023"|"015"|"Woe to you, scribes and Pharisees, hypocrites!  For you travel around by sea and land to make one proselyte; and when he becomes one, you make him twice as much of a son of Gehenna{or, Hell} as yourselves."
"205"|"Matthew"|"023"|"023"|"""Woe to you, scribes and Pharisees, hypocrites!  For you tithe mint, dill, and cumin,{ cumin is an aromatic seed from Cuminum cyminum, resembling caraway in flavor and appearance. It is used as a spice.} and have left undone the weightier matters of the law:  justice, mercy, and faith. But you ought to have done these, and not to have left the other undone."
"206"|"Matthew"|"023"|"025"|"""Woe to you, scribes and Pharisees, hypocrites!  For you clean the outside of the cup and of the platter, but within they are full of extortion and unrighteousness.{TR reads ""self-indulgence"" instead of ""unrighteousness""}"
"207"|"Matthew"|"023"|"033"|"You serpents, you offspring of vipers, how will you escape the judgment of Gehenna{or, Hell}?"
"208"|"Matthew"|"023"|"039"|"For I tell you, you will not see me from now on, until you say, 'Blessed is he who comes in the name of the Lord!'""{Psalm 118:26}"
"209"|"Matthew"|"024"|"015"|"""When, therefore, you see the abomination of desolation,{Daniel 9:27; 11:31; 12:11} which was spoken of through Daniel the prophet, standing in the holy place (let the reader understand),"
"210"|"Matthew"|"024"|"028"|"For wherever the carcass is, there is where the vultures{or, eagles} gather together."
"211"|"Matthew"|"024"|"029"|"But immediately after the oppression of those days, the sun will be darkened, the moon will not give its light, the stars will fall from the sky, and the powers of the heavens will be shaken;{Isaiah 13:10; 34:4}"
"212"|"Matthew"|"024"|"034"|"Most certainly I tell you, this generation{The word for ""generation"" (genea) can also be translated as ""race.""} will not pass away, until all these things are accomplished."
"213"|"Matthew"|"025"|"007"|"Then all those virgins arose, and trimmed their lamps.{The end of the wick of an oil lamp needs to be cut off periodically to avoid having it become clogged with carbon deposits. The wick height is also adjusted so that the flame burns evenly and gives good light without producing a lot of smoke.}"
"214"|"Matthew"|"025"|"040"|"""The King will answer them, 'Most certainly I tell you, inasmuch as you did it to one of the least of these my brothers{The word for ""brothers"" here may be also correctly translated ""brothers and sisters"" or ""siblings.""}, you did it to me.'"
"215"|"Matthew"|"026"|"026"|"As they were eating, Jesus took bread, gave thanks for{TR reads ""blessed"" instead of ""gave thanks for""} it, and broke it. He gave to the disciples, and said, ""Take, eat; this is my body."""
"216"|"Matthew"|"026"|"031"|"Then Jesus said to them, ""All of you will be made to stumble because of me tonight, for it is written, 'I will strike the shepherd, and the sheep of the flock will be scattered.'{Zechariah 13:7}"
"217"|"Matthew"|"027"|"009"|"Then that which was spoken through Jeremiah{some manuscripts omit ""Jeremaiah""} the prophet was fulfilled, saying, ""They took the thirty pieces of silver, the price of him upon whom a price had been set, whom some of the children of Israel priced,"
"218"|"Matthew"|"027"|"010"|"and they gave them for the potter's field, as the Lord commanded me.""{Zechariah 11:12-13; Jeremiah 19:1-13; 32:6-9}"
"219"|"Matthew"|"027"|"035"|"When they had crucified him, they divided his clothing among them, casting lots,{TR adds ""that it might be fulfilled which was spoken by the prophet:  'They divided my garments among them, and for my clothing they cast lots;'"" [see Psalm 22:18 and John 19:24]}"
"220"|"Matthew"|"027"|"041"|"Likewise the chief priests also mocking, with the scribes, the Pharisees,{TR omits ""the Pharisees""} and the elders, said,"
"221"|"Matthew"|"027"|"045"|"Now from the sixth hour{noon} there was darkness over all the land until the ninth hour.{3:00 P. M.}"
"222"|"Matthew"|"027"|"046"|"About the ninth hour Jesus cried with a loud voice, saying, ""Eli, Eli, lima{TR reads ""lama"" instead of ""lima""} sabachthani?"" That is, ""My God, my God, why have you forsaken me?""{Psalm 22:1}"
"223"|"Matthew"|"028"|"010"|"Then Jesus said to them, ""Don't be afraid.  Go tell my brothers{The word for ""brothers"" here may be also correctly translated ""brothers and sisters"" or ""siblings.""} that they should go into Galilee, and there they will see me."""
"224"|"Mark"|"001"|"002"|"As it is written in the prophets, ""Behold, I send my messenger before your face, who will prepare your way before you.{Malachi 3:1}"
"225"|"Mark"|"001"|"003"|"The voice of one crying in the wilderness, 'Make ready the way of the Lord!  Make his paths straight!'""{Isaiah 40:3}"
"226"|"Mark"|"001"|"004"|"John came baptizing{or, immersing} in the wilderness and preaching the baptism of repentance for forgiveness of sins."
"227"|"Mark"|"001"|"008"|"I baptized you in{The Greek word (en) translated here as ""in"" could also be translated as ""with"" in some contexts.} water, but he will baptize you in the Holy Spirit."""
"228"|"Mark"|"003"|"032"|"A multitude was sitting around him, and they told him, ""Behold, your mother, your brothers, and your sisters{TR omits ""your sisters""} are outside looking for you."""
"229"|"Mark"|"004"|"004"|"and it happened, as he sowed, some seed fell by the road, and the birds{TR adds ""of the air""} came and devoured it."
"230"|"Mark"|"004"|"012"|"that 'seeing they may see, and not perceive; and hearing they may hear, and not understand; lest perhaps they should turn again, and their sins should be forgiven them.'""{Isaiah 6:9-10}"
"231"|"Mark"|"004"|"021"|"He said to them, ""Is the lamp brought to be put under a basket{literally, a modion, a dry measuring basket containing about a peck (about 9 litres)} or under a bed? Isn't it put on a stand?"
"232"|"Mark"|"006"|"033"|"They{TR reads ""The multitudes"" instead of ""They""} saw them going, and many recognized him and ran there on foot from all the cities. They arrived before them and came together to him."
"233"|"Mark"|"006"|"037"|"But he answered them, ""You give them something to eat."" They asked him, ""Shall we go and buy two hundred denarii{200 denarii was about 7 or 8 months wages for an agricultural laborer.} worth of bread, and give them something to eat?"""
"234"|"Mark"|"006"|"044"|"Those who ate the loaves were{TR adds ""about""} five thousand men."
"235"|"Mark"|"006"|"050"|"for they all saw him, and were troubled.  But he immediately spoke with them, and said to them, ""Cheer up! It is I!{or, ""I AM!""} Don't be afraid."""
"236"|"Mark"|"006"|"056"|"Wherever he entered, into villages, or into cities, or into the country, they laid the sick in the marketplaces, and begged him that they might touch just the fringe{or, tassel} of his garment; and as many as touched him were made well."
"237"|"Mark"|"007"|"007"|"But in vain do they worship me, teaching as doctrines the commandments of men.'{Isaiah 29:13}"
"238"|"Mark"|"007"|"010"|"For Moses said, 'Honor your father and your mother;'{Exodus 20:12; Deuteronomy 5:16} and, 'He who speaks evil of father or mother, let him be put to death.'{Exodus 21:17; Leviticus 20:9}"
"239"|"Mark"|"007"|"011"|"But you say, 'If a man tells his father or his mother, ""Whatever profit you might have received from me is Corban{Corban is a Hebrew word for an offering devoted to God.}, that is to say, given to God;""'"
"240"|"Mark"|"008"|"012"|"He sighed deeply in his spirit, and said, ""Why does this generation{The word translated ""generation"" here (genea) could also be translated ""people,"" ""race,"" or ""family.""} seek a sign? Most certainly I tell you, no sign will be given to this generation."""
"241"|"Mark"|"009"|"043"|"If your hand causes you to stumble, cut it off. It is better for you to enter into life maimed, rather than having your two hands to go into Gehenna,{or, Hell} into the unquenchable fire,"
"242"|"Mark"|"009"|"045"|"If your foot causes you to stumble, cut it off. It is better for you to enter into life lame, rather than having your two feet to be cast into Gehenna,{or, Hell} into the fire that will never be quenched--"
"243"|"Mark"|"009"|"047"|"If your eye causes you to stumble, cast it out. It is better for you to enter into the Kingdom of God with one eye, rather than having two eyes to be cast into the Gehenna{or, Hell} of fire,"
"244"|"Mark"|"009"|"048"|"'where their worm doesn't die, and the fire is not quenched.'{Isaiah 66:24}"
"245"|"Mark"|"010"|"006"|"But from the beginning of the creation, God made them male and female.{Genesis 1:27}"
"246"|"Mark"|"010"|"008"|"and the two will become one flesh,{Genesis 2:24} so that they are no longer two, but one flesh."
"247"|"Mark"|"010"|"019"|"You know the commandments:  'Do not murder,' 'Do not commit adultery,' 'Do not steal,' 'Do not give false testimony,' 'Do not defraud,' 'Honor your father and mother.'""{Exodus 20:12-16; Deuteronomy 5:16-20}"
"248"|"Mark"|"010"|"051"|"Jesus asked him, ""What do you want me to do for you?"" The blind man said to him, ""Rhabboni,{Rhabboni is a transliteration of the Hebrew word for ""great teacher.""} that I may see again."""
"249"|"Mark"|"011"|"001"|"When they drew near to Jerusalem, to Bethsphage{TR & NU read ""Bethphage"" instead of ""Bethsphage""} and Bethany, at the Mount of Olives, he sent two of his disciples,"
"250"|"Mark"|"011"|"009"|"Those who went in front, and those who followed, cried out, ""Hosanna{""Hosanna"" means ""save us"" or ""help us, we pray.""}! Blessed is he who comes in the name of the Lord!{Psalm 118:25-26}"
"251"|"Mark"|"011"|"017"|"He taught, saying to them, ""Isn't it written, 'My house will be called a house of prayer for all the nations?'{Isaiah 56:7} But you have made it a den of robbers!""{Jeremiah 7:11}"
"252"|"Mark"|"012"|"011"|"This was from the Lord, it is marvelous in our eyes'?""{Psalm 118:22-23}"
"253"|"Mark"|"012"|"026"|"But about the dead, that they are raised; haven't you read in the book of Moses, about the Bush, how God spoke to him, saying, 'I am the God of Abraham, the God of Isaac, and the God of Jacob'{Exodus 3:6}?"
"254"|"Mark"|"012"|"030"|"you shall love the Lord your God with all your heart, and with all your soul, and with all your mind, and with all your strength.'{Deuteronomy 6:4-5} This is the first commandment."
"255"|"Mark"|"012"|"031"|"The second is like this, 'You shall love your neighbor as yourself.'{Leviticus 19:18} There is no other commandment greater than these."""
"256"|"Mark"|"012"|"036"|"For David himself said in the Holy Spirit, 'The Lord said to my Lord, ""Sit at my right hand, until I make your enemies the footstool of your feet.""'{Psalm 110:1}"
"257"|"Mark"|"012"|"042"|"A poor widow came, and she cast in two small brass coins,{literally, lepta (or widow's mites).  Lepta are very small brass coins worth half a quadrans each, which is a quarter of the copper assarion. Lepta are worth less than 1% of an agricultural worker's daily wages.} which equal a quadrans coin.{A quadrans is a coin worth about 1/64 of a denarius.  A denarius is about one day's wages for an agricultural laborer.}"
"258"|"Mark"|"013"|"006"|"For many will come in my name, saying, 'I am he!{or, ""I AM!""}' and will lead many astray."
"259"|"Mark"|"013"|"014"|"But when you see the abomination of desolation,{Daniel 9:17; 11:31; 12:11} spoken of by Daniel the prophet, standing where it ought not (let the reader understand), then let those who are in Judea flee to the mountains,"
"260"|"Mark"|"013"|"025"|"the stars will be falling from the sky, and the powers that are in the heavens will be shaken.{Isaiah 13:10; 34:4}"
"261"|"Mark"|"013"|"030"|"Most certainly I say to you, this generation{The word translated ""generation"" (genea) could also be translated ""race,"" ""family,"" or ""people.""} will not pass away until all these things happen."
"262"|"Mark"|"014"|"005"|"For this might have been sold for more than three hundred denarii,{300 denarii was about a years wages for an agricultural laborer.} and given to the poor.""  They grumbled against her."
"263"|"Mark"|"014"|"027"|"Jesus said to them, ""All of you will be made to stumble because of me tonight, for it is written, 'I will strike the shepherd, and the sheep will be scattered.'{Zechariah 13:7}"
"264"|"Mark"|"015"|"025"|"It was the third hour,{9:00 A. M.} and they crucified him."
"265"|"Mark"|"015"|"032"|"Let the Christ, the King of Israel, now come down from the cross, that we may see and believe him.{TR omits ""him""}"" Those who were crucified with him insulted him."
"266"|"Mark"|"015"|"033"|"When the sixth hour{or, noon} had come, there was darkness over the whole land until the ninth hour.{3:00 PM}"
"267"|"Mark"|"015"|"034"|"At the ninth hour Jesus cried with a loud voice, saying, ""Eloi, Eloi, lama sabachthani?"" which is, being interpreted, ""My God, my God, why have you forsaken me?""{Psalm 22:1}"
"268"|"Mark"|"016"|"008"|"They went out,{TR adds ""quickly""} and fled from the tomb, for trembling and astonishment had come on them. They said nothing to anyone; for they were afraid."
"269"|"Luke"|"002"|"023"|"(as it is written in the law of the Lord, ""Every male who opens the womb shall be called holy to the Lord""),{Exodus 13:2,12}"
"270"|"Luke"|"002"|"024"|"and to offer a sacrifice according to that which is said in the law of the Lord, ""A pair of turtledoves, or two young pigeons.""{Leviticus 12:8}"
"271"|"Luke"|"002"|"026"|"It had been revealed to him by the Holy Spirit that he should not see death before he had seen the Lord's Christ.{""Christ"" (Greek) and ""Messiah"" (Hebrew) both mean ""Anointed One""}"
"272"|"Luke"|"003"|"006"|"All flesh will see God's salvation.'""{Isaiah 40:3-5}"
"273"|"Luke"|"003"|"019"|"but Herod the tetrarch, being reproved by him for Herodias, his brother's{TR reads ""brother Philip's"" instead of ""brother's""} wife, and for all the evil things which Herod had done,"
"274"|"Luke"|"003"|"033"|"the son of Amminadab, the son of Aram,{NU reads ""Admin, the son of Arni"" instead of ""Aram""} the son of Hezron, the son of Perez, the son of Judah,"
"275"|"Luke"|"004"|"004"|"Jesus answered him, saying, ""It is written, 'Man shall not live by bread alone, but by every word of God.'""{Deuteronomy 8:3}"
"276"|"Luke"|"004"|"008"|"Jesus answered him, ""Get behind me Satan!  For it is written, 'You shall worship the Lord your God, and him only shall you serve.'""{Deuteronomy 6:13}"
"277"|"Luke"|"004"|"011"|"and, 'On their hands they will bear you up, lest perhaps you dash your foot against a stone.'""{Psalm 91:11-12}"
"278"|"Luke"|"004"|"012"|"Jesus answering, said to him, ""It has been said, 'You shall not tempt the Lord your God.'""{Deuteronomy 6:16}"
"279"|"Luke"|"004"|"019"|"and to proclaim the acceptable year of the Lord.""{Isaiah 61:1-2}"
"280"|"Luke"|"006"|"026"|"Woe,{TR adds ""to you""} when{TR adds ""all""} men speak well of you, for their fathers did the same thing to the false prophets."
"281"|"Luke"|"006"|"038"|"""Give, and it will be given to you:  good measure, pressed down, shaken together, and running over, will be given to you.{literally, into your bosom.} For with the same measure you measure it will be measured back to you."""
"282"|"Luke"|"007"|"027"|"This is he of whom it is written, 'Behold, I send my messenger before your face, who will prepare your way before you.'{Malachi 3:1}"
"283"|"Luke"|"007"|"031"|"But the Lord said,{So reads TR.  MT omits ""But the Lord said,""} ""To what then will I liken the people of this generation? What are they like?"
"284"|"Luke"|"008"|"003"|"and Joanna, the wife of Chuzas, Herod's steward; Susanna; and many others; who served them{TR reads ""him"" instead of ""them""} from their possessions."
"285"|"Luke"|"008"|"010"|"He said, ""To you it is given to know the mysteries of the Kingdom of God, but to the rest in parables; that 'seeing they may not see, and hearing they may not understand.'{Isaiah 6:9}"
"286"|"Luke"|"008"|"044"|"came behind him, and touched the fringe{or, tassel} of his cloak, and immediately the flow of her blood stopped."
"287"|"Luke"|"009"|"001"|"He called the twelve{TR reads ""his twelve disciples"" instead of ""the twelve""} together, and gave them power and authority over all demons, and to cure diseases."
"288"|"Luke"|"009"|"023"|"He said to all, ""If anyone desires to come after me, let him deny himself, take up his cross,{TR, NU add ""daily""} and follow me."
"289"|"Luke"|"009"|"031"|"who appeared in glory, and spoke of his departure,{literally, ""exodus""} which he was about to accomplish at Jerusalem."
"290"|"Luke"|"010"|"001"|"Now after these things, the Lord also appointed seventy others, and sent them two by two ahead of him{literally, ""before his face""} into every city and place, where he was about to come."
"291"|"Luke"|"010"|"015"|"You, Capernaum, who are exalted to heaven, will be brought down to Hades.{Hades is the lower realm of the dead, or Hell.}"
"292"|"Luke"|"010"|"027"|"He answered, ""You shall love the Lord your God with all your heart, with all your soul, with all your strength, and with all your mind;{Deuteronomy 6:5} and your neighbor as yourself.""{Leviticus 19:18}"
"293"|"Luke"|"012"|"005"|"But I will warn you whom you should fear.  Fear him, who after he has killed, has power to cast into Gehenna.{or, Hell} Yes, I tell you, fear him."
"294"|"Luke"|"012"|"006"|"""Aren't five sparrows sold for two assaria coins{An assarion was a small copper coin worth about an hour's wages for an agricultural laborer.}?  Not one of them is forgotten by God."
"295"|"Luke"|"012"|"059"|"I tell you, you will by no means get out of there, until you have paid the very last penny.{literally, lepton. A lepton is a very small brass Jewish coin worth half a Roman quadrans each, which is worth a quarter of the copper assarion. Lepta are worth less than 1% of an agricultural worker's daily wages.}"""
"296"|"Luke"|"013"|"021"|"It is like yeast, which a woman took and hid in three measures{literally, three sata.  3 sata is about 39 litres or a bit more than a bushel} of flour, until it was all leavened."""
"297"|"Luke"|"013"|"035"|"Behold, your house is left to you desolate.  I tell you, you will not see me, until you say, 'Blessed is he who comes in the name of the Lord!'""{Psalm 118:26}"
"298"|"Luke"|"014"|"005"|"He answered them, ""Which of you, if your son{TR reads ""donkey"" instead of ""son""} or an ox fell into a well, wouldn't immediately pull him out on a Sabbath day?"""
"299"|"Luke"|"015"|"008"|"Or what woman, if she had ten drachma{A drachma coin was worth about 2 days wages for an agricultural laborer.} coins, if she lost one drachma coin, wouldn't light a lamp, sweep the house, and seek diligently until she found it?"
"300"|"Luke"|"016"|"006"|"He said, 'A hundred batos{100 batos is about 395 litres, 104 U. S. gallons, or 87 imperial gallons.} of oil.' He said to him, 'Take your bill, and sit down quickly and write fifty.'"
"301"|"Luke"|"016"|"007"|"Then said he to another, 'How much do you owe?'  He said, 'A hundred cors{ 100 cors = about 3,910 litres or 600 bushels. } of wheat.'  He said to him, 'Take your bill, and write eighty.'"
"302"|"Luke"|"016"|"013"|"No servant can serve two masters, for either he will hate the one, and love the other; or else he will hold to one, and despise the other.  You aren't able to serve God and mammon{""Mammon"" refers to riches or a false god of wealth.}."""
"303"|"Luke"|"016"|"023"|"In Hades{or, Hell}, he lifted up his eyes, being in torment, and saw Abraham far off, and Lazarus at his bosom."
"304"|"Luke"|"017"|"036"|"{Some Greek manuscripts add:  ""Two will be in the field: the one taken, and the other left.""}"
"305"|"Luke"|"018"|"020"|"You know the commandments:  'Don't commit adultery,' 'Don't murder,' 'Don't steal,' 'Don't give false testimony,' 'Honor your father and your mother.'""{Exodus 20:12-16; Deuteronomy 5:16-20}"
"306"|"Luke"|"019"|"013"|"He called ten servants of his, and gave them ten mina coins,{10 minas was more than 3 years' wages for an agricultural laborer.} and told them, 'Conduct business until I come.'"
"307"|"Luke"|"019"|"029"|"It happened, when he drew near to Bethsphage{TR, NU read ""Bethpage"" instead of ""Bethsphage""} and Bethany, at the mountain that is called Olivet, he sent two of his disciples,"
"308"|"Luke"|"019"|"038"|"saying, ""Blessed is the King who comes in the name of the Lord!{Psalm 118:26} Peace in heaven, and glory in the highest!"""
"309"|"Luke"|"019"|"046"|"saying to them, ""It is written, 'My house is a house of prayer,'{Isaiah 56:7} but you have made it a 'den of robbers'!""{Jeremiah 7:11}"
"310"|"Luke"|"020"|"001"|"It happened on one of those days, as he was teaching the people in the temple and preaching the Good News, that the {TR adds ""chief""}priests and scribes came to him with the elders."
"311"|"Luke"|"020"|"009"|"He began to tell the people this parable.  ""A {NU (in brackets) and TR add ""certain""}man planted a vineyard, and rented it out to some farmers, and went into another country for a long time."
"312"|"Luke"|"020"|"017"|"But he looked at them, and said, ""Then what is this that is written, 'The stone which the builders rejected, the same was made the chief cornerstone?'{Psalm 118:22}"
"313"|"Luke"|"020"|"037"|"But that the dead are raised, even Moses showed at the bush, when he called the Lord 'The God of Abraham, the God of Isaac, and the God of Jacob.'{Exodus 3:6}"
"314"|"Luke"|"020"|"043"|"until I make your enemies the footstool of your feet.""'{Psalm 110:1}"
"315"|"Luke"|"021"|"002"|"He saw a certain poor widow casting in two small brass coins.{literally, ""two lepta.""  2 lepta was about 1% of a day's wages for an agricultural laborer.}"
"316"|"Luke"|"021"|"008"|"He said, ""Watch out that you don't get led astray, for many will come in my name, saying, 'I am he{or, I AM},' and, 'The time is at hand.' Therefore don't follow them."
"317"|"Luke"|"022"|"032"|"but I prayed for you, that your faith wouldn't fail. You, when once you have turned again, establish your brothers{The word for ""brothers"" here may be also correctly translated ""brothers and sisters"" or ""siblings.""}."""
